com_name,com_addr,com_area,com_class,com_trade,com_size,job_name,job_exp,job_edu,job_class,job_keyword,job_pay,job_info,postdate
北京优创新港科技股份有限公司绵阳分公司,成都高新区吉泰五路118号3栋13层3号,成都,民营公司,"计算机软件,互联网/电子商务",50-150人,人工智能算法设计,5-7年经验,博士,算法工程师,,25-30万/年,,03-14发布
中国太平洋保险（集团）股份有限公司,天府三街（近吉泰路）,成都-高新区,国企,保险,1000-5000人,算法工程师（图像识别、智能行为分析）（成都）,2年经验,本科,算法工程师,人工智能,12-24万/年,,03-18发布
中国太平洋保险（集团）股份有限公司,天府三街（近吉泰路）,成都-高新区,国企,保险,1000-5000人,算法工程师（语音识别）（成都）,2年经验,本科,算法工程师,人工智能,15-30万/年,,03-18发布
宜高美信息服务（成都）有限公司,天府二街139号水电大厦11楼,成都,外资（欧美）,"通信/电信/网络设备,计算机软件",150-500人,模式识别算法工程师(职位编号：0023),无工作经验,硕士,算法工程师,算法|Algorithm|模式识别|信号处理|图像处理,1.4-2.6万/月,,03-27发布
宜高美信息服务（成都）有限公司,天府二街139号水电大厦11楼,成都,外资（欧美）,"通信/电信/网络设备,计算机软件",150-500人,定位算法工程师,3-4年经验,硕士,算法工程师,算法|定位|Algorithm,1.5-2.5万/月,,03-27发布
北京捷通华声科技股份有限公司成都分公司,成都市高新区东方希望天祥广场大厦A座,成都-高新区,上市公司,"互联网/电子商务,计算机软件",150-500人,销售经理,3-4年经验,本科,销售经理,区域销售经理|软件销售|销售总监|人工智能|云计算|移动互联网|写识别|OCR|语音合成|语音识别|智能客服,1-2万/月,1.负责公司灵云平台及智能语音、智能客服、智能图像等智能人机交互技术与产品的销售与市场开拓；|2.制订切实可行的区域/行业销售拓展策略和计划，用于支撑区域/行业的销售收入的短期和长期快速增长；并定期审核调整，确保销售计划的执行以及区域/行业销售目标的达成；|3.不断挖掘客户资源，建立客户渠道，发展新业务，完成既定的销售目标；|4.维护和发展客户关系，建立长期、良好、稳固的客户关系体系；|5.了解客户需求，为客户提供服务解决方案。|任职资格：|1.学历要求：|  -毕业于211或985院校、统招本科及以上学历；|2.工作经验：|  -3年以上IT软件行业销售经验；|  -有软件类或人工智能类产品销售经验（行业客户的直销及渠道销售）者优先；|  -具备良好的职业形象，思维清晰敏捷，逻辑分析能力强；|  -具备良好的口头和书面表达能力，善于与人沟通；|  -能够承担一定的工作压力，勇于挑战新目标；|  -具有良好的市场分析判断能力及对客户的把握能力，保持与客户之间的沟通及对项目的深入挖掘与拓展；|  -具有积极进取的工作态度及良好的职业素养，具有良好的团队合作精神。|3.能力要求：|  -具备良好的沟通能力，能与各层面人员沟通；|  -具有良好的服务意识、职业素养，具备项目掌控能力；|  -具备良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的销售经验。|4.素质要求：|  -工作踏实，态度积极，能够承受较强的工作压力，能适应严格项目管理及公司的各项管理制度；；|  -有较强的责任心，正直诚实，值得信赖、有冲劲，意志坚定。|优先考虑：|  -熟悉或了解云计算，语音交互技术应用、智能客服应用、CTI行业应用等HCI技术与应用产品，了解CTI、移动互联网、互联网式平台者优先。,04-10发布
宜高美信息服务（成都）有限公司,天府二街139号水电大厦11楼,成都,外资（欧美）,"通信/电信/网络设备,计算机软件",150-500人,深度学习算法工程师,3-4年经验,硕士,算法工程师,,1.5-2.5万/月,,03-27发布
宜高美信息服务（成都）有限公司,天府二街139号水电大厦11楼,成都,外资（欧美）,"通信/电信/网络设备,计算机软件",150-500人,数据挖掘算法工程师(职位编号：0025),无工作经验,硕士,算法工程师,数据挖掘算法|Data|Mining,1.3-2.6万/月,,03-27发布
宜高美信息服务（成都）有限公司,天府二街139号水电大厦11楼,成都,外资（欧美）,"通信/电信/网络设备,计算机软件",150-500人,数值优化算法工程师（服务器端）,无工作经验,硕士,算法工程师,,1.5-3万/月,,03-27发布
宜高美信息服务（成都）有限公司,天府二街139号水电大厦11楼,成都,外资（欧美）,"通信/电信/网络设备,计算机软件",150-500人,自动驾驶精确定位算法工程师,无工作经验,硕士,算法工程师,,1.5-3万/月,,03-27发布
宜高美信息服务（成都）有限公司,天府二街139号水电大厦11楼,成都,外资（欧美）,"通信/电信/网络设备,计算机软件",150-500人,主管算法工程师Lead Algorithm Engineer(职位编号：0017),3-4年经验,博士,算法工程师,算法|数学理论|SLAM|CV|Algorithm,1.5-4万/月,,03-27发布
四川翼灵动软件开发有限公司,泰业城中城706,成都-青羊区,民营公司,"计算机软件,互联网/电子商务",50-150人,急急急招销售精英8名,,,销售代表,销售,5-8千/月,"公司经历12年的艰辛发展无形的形成了自己独特的制作软件技术与管理文化理念，一直以“懂你所需，做你所想”为行为准则坚持诚恳服务于每一位客户，现公司由总经办、商务部、市场部、运营策划部、行政部等部门构成，预计2年内于昆明、西安成立分公司，3年内转接踏人工智能开发领域，因此现各岗位扩展急聘销售精英，真诚的欢迎各位怀揣鸿鹄之志的朋友们前来加入我们的“翼灵动之家”。|岗位描述：|1.可接受应届毕业生及实习生，有无经验均可，公司带薪培训；|2.有意向从事互联网销售相关专业，愿意与公司长期发展；|3.自信、乐观、积极向上的工作热情，有较强的适应性和学习能力；|4.有良好的客户和市场意识，团队精神，责任心强，吃苦耐劳，抗压能力强，勇于挑战。|5.公司拥有大成都区域良好的政界集团企业等人脉口碑及资源平台！|岗位职责：|1.通过电话，聊天软件等方式沟通了解客户需求，介绍公司产品；|2.与意向客户建立良好的客情关系，达成合作关系。|3.针对需要面谈客户增加签约机率，公司会派出经验丰富的面谈人员跟踪签单。|福利待遇：|1、绝无虚假的无责任底薪（2k-4K）+高额提成+交通补贴+餐饮补贴+五险，公司在职人员月平均工资不低于1万2！|2、环境舒适的办公地点，公司坐标泰业城中城,，双地铁。骡马市 文殊院交通方便快捷 ；|3、青春活力的团队伙伴，定期团建，聚餐旅游；|4、法定节日放假，五险一金；|5、年终奖丰厚+期权分配。|6、优秀员工 、优秀团队 提供 国内、国际旅游一次|7、新团队组建公司给予了三年内良好的晋升环境、助理（主管）、经理、分公司总监等职位：虚席以待！|8、取之社会，回报社会。公司自主建立了四川翼灵动基金，帮助关心山区儿童的成长建树！|时间：8:45-18:00，单双休|联系方式：028-67196206",
四川翼灵动软件开发有限公司,泰业城中城706,成都-青羊区,民营公司,"计算机软件,互联网/电子商务",50-150人,急聘+电销+双休,1年经验,中专,销售代表,电话销售|销售,5-8千/月,"公司经历12年的艰辛发展无形的形成了自己独特的制作软件技术与管理文化理念，一直以懂你所需，做你所想“为行为准则坚持诚恳服务于每一位客户，现公司由总经办、商务部、市场部、运营策划部、行政部等部门构成，预计2年内于昆明、西安成立分公司，3年内转接踏人工智能开发领域，因此现各岗位扩展急聘销售精英，真诚的欢迎各位怀揣鸿鹄之志的朋友们前来加入我们的”翼灵动之家“。|岗位职责：|1.通过电话，聊天软件等方式沟通了解客户需求，介绍公司产品；|2.与意向客户建立良好的客情关系，达成合作关系。|3.针对需要面谈客户增加签约机率，公司会派出经验丰富的面谈人员跟踪签单。|任职资格：|1.可接受应届毕业生及实习生，有无经验均可，公司带薪培训；|2.有意向从事互联网销售相关专业，愿意与公司长期发展；|3.自信、乐观、积极向上的工作热情，有较强的适应性和学习能力；|4.有良好的客户和市场意识，团队精神，责任心强，吃苦耐劳，抗压能力强，勇于挑战。|5.公司拥有大成都区域良好的政界集团企业等人脉口碑及资源平台！|？福利待遇：|1、绝无虚假的无责任底薪（2k-4K）+高额提成+交通补贴+餐饮补贴+五险，公司在职人员月平均工资不低于1万2！|2、环境舒适的办公地点，公司坐标泰业城中城,，双地铁。骡马市 文殊院交通方便快捷 ；|3、青春活力的团队伙伴，定期团建，聚餐旅游；|4、法定节日放假，五险一金；|5、年终奖丰厚+期权分配。|6、优秀员工 、优秀团队 提供 国内、国际旅游一次|7、新团队组建公司给予了三年内良好的晋升环境、助理（主管）、经理、分公司总监等职位：虚席以待！|8、取之社会，回报社会。公司自主建立了四川翼灵动基金，帮助关心山区儿童的成长建树！|工作时间：8:45-18:00，单双休|联系方式：028-67196206",04-10发布
北京捷通华声科技股份有限公司成都分公司,成都市高新区东方希望天祥广场大厦A座,成都-高新区,上市公司,"互联网/电子商务,计算机软件",150-500人,售前工程师,2年经验,本科,售前/售后技术支持工程师,售前/售后技术支持主管|售前|人工智能|软件|需求沟通|演示讲解|招投标|技术方案|解决方案,1.5-2.5万/月,1.负责公司灵云系列技术产品的售前技术支持等工作；|2.与客户进行技术交流，掌握、理解和识别客户的具体需求，能汇总收集需求，完成产品及系统平台的现场演示，编写技术应用服务方案等，编写投标类方案文件及标书的制作；|3.负责更新、整理技术支持手册；|4.收集营销人员培训需求，编制培训计划；|5.负责所分配的前端市场项目与后端技术产品开发部门的对接与项目的对接及进度跟踪。|任职资格：|1.学历要求：| -毕业于211或985院校、统招本科及以上学历。|2.工作经验：| -2年以上软件行业或互联网行业售前经验，有成功售前支持经验。|3.能力要求：| -了解软件类应用或人工智能类产品整体实现过程；| -逻辑思维能力比较强，能根据不同客户情况，自主建立若干套表格系统进行需求描述、方案描述。|4.优先考虑：| -熟悉或了解云计算，语音交互技术应用、智能客服应用、CTI行业应用等HCI技术与应用产品者优先；| -有至少一年开发经验者优先（android、ios、C++懂一门即可）；| -了解麦克风阵列技术与应用者优先。,04-10发布
北京捷通华声科技股份有限公司成都分公司,成都市高新区东方希望天祥广场大厦A座,成都-高新区,上市公司,"互联网/电子商务,计算机软件",150-500人,销售总监,5-7年经验,本科,销售总监,区域销售总监|销售总监|行业销售|智能人机交互|手写|语音|区域销售|软件销售|移动互联网|云计算|大数据,1.5-2.5万/月,1.根据公司经营战略目标，确定部门销售工作目标与实施计划，进行销售预测，制定部门年度经营预算，完成公司制定的销售目标任务，关注于维护和提高公司市场竞争力；|2.制订切实可行的区域/行业销售拓展策略和计划，用于支撑区域\行业的销售收入的短期和长期快速增长，并定期审核调整，确保销售计划的执行以及区域/行业销售目标的达成；|3.支持重要项目的销售，并负责重要项目的合同谈判及签订；|4.客户关系管理：拓展、管理销售渠道，协调维护客户关系，建立支撑多产品的稳固、均衡的销售网络体系与客户关系；|5.建立和管理销售队伍，招募、培训、激励、考核下属员工，提升部门工作效率；|6.支持下属员工完成下达的任务指标，领导团队达成季度及年度销售目标。|任职资格：|1.学历要求：|  -毕业于211或985院校、统招本科及以上学历，理工科专业。|2.工作经验：|  -连续5年以上IT企业销售、售前管理经验；|  -有一定行业客户资源，有智慧城市、金融、医疗、通讯、军工、政府、教育、广电行业经验优先；|  -有软件类或人工智能类产品销售经验（行业客户的直销及渠道销售）者优先；|  -精通熟悉营销、管理相关知识，具备目标绩效管理、过程控制、发展合作、冲突管理等方面的知识与实践技巧；|  -具备突出的演讲、沟通、系统思维能力；|  -具备的分析判断、决策、战略思维、驾驭全局、资源整合的能力；|  -工作细致、严谨，并具有战略前瞻性思维；|  -善于激发团队成员工作热情，能够发挥团队合力。|3.能力要求：|  -具有较强的管理能力、判断和决策能力、人际沟通协调能力、计划与执行能力；|  -优秀的市场拓展、项目协调、谈判能力，具有高度的工作热情和责任感；|  -良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的销售经验。|4.素质要求：|  -工作踏实，态度积极，能够承受较强的工作压力，能适应严格项目管理及公司的各项管理制度；|  -有较强的责任心，正直诚实，值得信赖、有冲劲，意志坚定。|5.优先考虑：|  -熟悉或了解云计算，语音交互技术应用、智能客服应用、CTI行业应用等HCI技术与应用产品，了解CTI、移动互联网、互联网式平台者优先。,04-10发布
北京捷通华声科技股份有限公司成都分公司,成都市高新区东方希望天祥广场大厦A座,成都-高新区,上市公司,"互联网/电子商务,计算机软件",150-500人,售前技术支持总监,5-7年经验,本科,技术总监/经理,售前/售后技术支持经理|售前|技术支持|售前咨询|招投标|需求沟通|方案讲解|方案总监,1.5-2.5万/月,1.带领团队负责公司公有云平台服务及手写识别、光学字符识别、语音合成、语音识别、智能客服等HCI人工智能技术产品的售前技术支持工作；|2.负责售前团队部门管理工作，建设售前队伍、执行对重点大客户的售前咨询活动，支撑销售工作；|3.能够把握人工智能行业发展方向，在产业互联网/消费互联网领域可以提供专家级支持；|4.通过对公司重点大客户业务需求的理解，不断深入挖掘大客户的潜在需求，快速设计和构造重点客户的解决方案；|5.详细分析客户的业务需求，结合公司的技术产品，为客户提供***的解决方案，引导客户对技术和产品的选择；|6.对产品线上的产品进行生命周期管理，监督产品改进，组织、指导新产品的相关培训。|任职资格：|1.学历要求：|  -毕业于211或985院校、统招本科及以上学历。|2.工作经验：|  -5年以上售前技术支持工作经验；|  -3年以上售前支持团队管理经验；|  -熟悉软件类产品应用或人工智能类产品整体实现过程；|  -有一定开发能力。|3.能力要求：|  -具备卓越的逻辑分析能力，思维清晰敏捷，较强的整理能力和归纳总结能力；|  -具备良好的团队管理能力，能够激发团队成员热情、自信与合作意识；|  -具有强烈的学习意愿，具备较好的学习能力、问题分析能力、以及问题解决能力；|  -良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的工作经验；|  -具有较强的写作能力和较好的客户沟通技巧，及较强的语言沟通能力，工作条理清楚；|  -具有良好的服务意识、职业素养，具备项目掌控能力。|4.素质要求：|  -工作踏实，态度积极，能够承受较大工作压力，能适应严格项目管理及公司的各项管理制度；|  -有很强的责任心，正直诚实，值得信赖、有冲劲，意志坚定。|5.优先考虑：|  -熟悉云计算、了解智能语音交互技术及应用，智能客服应用、CTI行业应用等HCI技术与应用产品，了解CTI、移动互联网、互联网、嵌入式平台等市场者优先。,04-10发布
北京捷通华声科技股份有限公司成都分公司,成都市高新区东方希望天祥广场大厦A座,成都-高新区,上市公司,"互联网/电子商务,计算机软件",150-500人,销售经理,3-4年经验,本科,销售经理,区域销售经理|软件销售|销售总监|人工智能|云计算|移动互联网|写识别|OCR|语音合成|语音识别|智能客服,1-2万/月,1.负责公司灵云平台及智能语音、智能客服、智能图像等智能人机交互技术与产品的销售与市场开拓；|2.制订切实可行的区域/行业销售拓展策略和计划，用于支撑区域/行业的销售收入的短期和长期快速增长；并定期审核调整，确保销售计划的执行以及区域/行业销售目标的达成；|3.不断挖掘客户资源，建立客户渠道，发展新业务，完成既定的销售目标；|4.维护和发展客户关系，建立长期、良好、稳固的客户关系体系；|5.了解客户需求，为客户提供服务解决方案。|任职资格：|1.学历要求：|  -毕业于211或985院校、统招本科及以上学历；|2.工作经验：|  -3年以上IT软件行业销售经验；|  -有软件类或人工智能类产品销售经验（行业客户的直销及渠道销售）者优先；|  -具备良好的职业形象，思维清晰敏捷，逻辑分析能力强；|  -具备良好的口头和书面表达能力，善于与人沟通；|  -能够承担一定的工作压力，勇于挑战新目标；|  -具有良好的市场分析判断能力及对客户的把握能力，保持与客户之间的沟通及对项目的深入挖掘与拓展；|  -具有积极进取的工作态度及良好的职业素养，具有良好的团队合作精神。|3.能力要求：|  -具备良好的沟通能力，能与各层面人员沟通；|  -具有良好的服务意识、职业素养，具备项目掌控能力；|  -具备良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的销售经验。|4.素质要求：|  -工作踏实，态度积极，能够承受较强的工作压力，能适应严格项目管理及公司的各项管理制度；；|  -有较强的责任心，正直诚实，值得信赖、有冲劲，意志坚定。|优先考虑：|  -熟悉或了解云计算，语音交互技术应用、智能客服应用、CTI行业应用等HCI技术与应用产品，了解CTI、移动互联网、互联网式平台者优先。,04-10发布
上海登临科技有限公司,天府大道,成都-高新区,合资,计算机硬件,50-150人,嵌入式固件工程师,3-4年经验,本科,其他,,16-60万/年,,04-10发布
成都泰益达科技有限公司,二环路东二段华茂广场梦想东方创新创业基地,成都-成华区,民营公司,"通信/电信运营、增值服务,通信/电信/网络设备",150-500人,渠道销售经理,无工作经验,大专,公司业务部门经理/主管,区域销售|大区经理|片区经理|销售代表|销售经理|渠道经理|大客户经理,0.8-1万/月,任职要求：|1、理工科相关专业全日制本科及以上学历。|2、热爱销售工作，能接受省内、省外短期出差。|3、2年以上销售工作经验，有销售管理经验优先。|4、具有成熟的客户拜访技巧、较强的渠道开拓能力。|6、持驾照并1年以上的驾龄。|工作职责：|1、负责区域内泛智能终端：智慧家庭、人工智能信息化产品软、硬件销售。|3、客户信息登记及分类管理、市场信息的收集和反馈工作。|4、协助客户完成售后服务工作，做好客户服务。|5、负责区域发展业务对账、催收应收账款。|7、完成公司交办的其他工作。,04-10发布
贵州舟步成都总部,天府大道中段199号棕榈泉国际中心18F,成都-高新区,民营公司,"计算机软件,互联网/电子商务",50-150人,CTO（首席技术官）,,,首席技术执行官CTO/首席信息官CIO,,50-200万/年,职位描述：|1、 全面负责公司技术方面的工作，制定技术方面的政策，经公司经营管理委员会常委会表决通过后负责执行。|2、 公司经营管理委员会常委。|任职要求：|1、本科及以上学历。|2、对云计算、人工智能、大数据、智能终端、自动驾驶、智能交通方面有浓厚的兴趣。|3、有艰苦创业的决心。|4、深度了解云计算、人工智能、大数据、软件、硬件、智能终端、自动驾驶等方面的技术原理。|5、具备大型计算平台的开发能力。,
清华四川能源互联网研究院,天府新区科学城,成都,事业单位,"电气/电力/水利,新能源",150-500人,能源大数据研究员,无工作经验,博士,算法工程师,,20-36万/年,,04-10发布
清华四川能源互联网研究院,天府新区海昌路36号,成都,事业单位,"电气/电力/水利,新能源",150-500人,图像处理工程师（精密机器人研究所）,无工作经验,本科,算法工程师,,12-18万/年,,04-10发布
清华四川能源互联网研究院,天府新区海昌路36号,成都,事业单位,"电气/电力/水利,新能源",150-500人,软件工程师（能源互联网云仿真与智能决策研究中心）,无工作经验,硕士,技术研发工程师,,12-20万/年,,04-10发布
清华四川能源互联网研究院,茂业中心,成都-高新区,事业单位,"电气/电力/水利,新能源",150-500人,数据分析师,无工作经验,本科,算法工程师,数据库工程师/管理员,10-18万/年,,04-10发布
清华四川能源互联网研究院,茂业中心,成都-高新区,事业单位,"电气/电力/水利,新能源",150-500人,高级数据分析师（能源大数据研究中心）,无工作经验,本科,算法工程师,系统分析员,15-30万/年,"    |1.基于公司自主研发的大数据平台产品、典型以及开源的数仓系统，为企业级客户提供数据工程服务，包括数据建模、数据接入、数据集成和数据治理等工作。|    |2.基于大数据平台和数据仓库系统的数据建模，ETL设计、开发与维护，进行数据抽取、清洗、转换、集成，最后加载到大数据平台/数据仓库中等工作。|    |    |1.有数据库和数据仓库设计基础，有关系数据库建模和数据仓库系统的工作经验；|    |2.熟练Java开发，理解面向对象方法；|    |3.熟悉Linux操作系统，熟练脚本语言和SQL，熟悉常用的ETL工具；|    |4.了解Hadoop生态，了解Hive/HDFS/MapReduce/Greenplum等系统；|    |5.踏实，工作认真负责，积极主动，良好的沟通和分析解决问题的能力，可以根据项目需要出差。|    |    |1.有数据仓库系统的实施经验，包括但不限于在TB以上多种数据集上ETL、系统间数据对接、维度建模、报告和分析展示等经验；|    |2.熟悉Hadoop生态的开源项目，有使用主流Hadoop生态产品处理过TB以上数据的经验；|    |3.有整合和处理不同来源数据，编写复杂的查询且保证展示系统流畅运行的经验；|四川省工业大数据创新中心的承载企业-四川昆仑智汇数据科技有限公司，是清华四川能源互联网研究院能源大数据研究中心为将研发成果进入公司化运营所孵化的产业公司，是成都市高新区重点招商引资企业。目前已获四川省经济和信息化委员会批准，被认定为首批四川省制造业创新中心。我们的目标是在未来三到五年内，升格成为***制造业创新中心。|“创新中心”全称“制造业创新中心”，是我国继重点（工程）实验室、工程（技术）研究中心、企业技术中心之后确立的新一代创新平台，是由省级以上主管工业和经济的政府部门负责认定的独立法人企业单位。 |是全国首批省级制造业创新中心，由清华大学软件学院和清华大数据系统软件国家工程实验室核心技术转移作为基础，清华大学、昆仑数据牵头建设，另包含19家在全国各行业居于龙头地位的企业、高校和科研机构组建而成（人民大学、复旦大学、中国石油、金风科技、中国机械研究总院和冶金自动化院等），运营机制灵活、组织理念先进，资金实力雄厚，是工业大数据领域“国家队”的杰出代表；|是省校合作的高层次科研机构，政策优势突出、科研条件优越，示范效应显著，汇聚势头强劲，是理想的科研和工程实践平台。四川省投资6亿资金，提供兴隆湖核心区23,000平米甲级办公场所和专用示范建设用地指标；清华大学整体引入能源行业核心科研成果与技术产品。研究院成立至今，在聚力能源领域科研、产业化和服务的同时，始终与四川省委省政府、成都市委市政府保持紧密联系，广泛联络在川能源领域的各类央企、重点国企、龙头民营企业，建立了良好的工作关系和合作感情；|是优秀本土企业，是承担“传统大型国有制造类企业向新兴领域转型任务”的“试验田”单位，企业发展迅猛，成立仅一年有余，营业额已接近30亿，2017年，计划实现营业收入70亿。|四川省工业大数据创新中心致力于成为产业互联网领域的企业大数据合伙人，以引领《中国制造2025》大数据技术路线之卓识，帮助企业实现“互联网+”转型升级。我们致力于开发专为机器数据优化的大数据平台，以有效管理分析海量机器数据，并挖掘展现数据价值，让行业专家能轻松应用大数据解决业务问题。同时，我们提供富有全球实战经验的顶尖数据科学家服务，与行业专家携手深入一线理解业务问题、研发数据模型和算法，并在大数据平台上建立数据驱动的行业方案，将数据洞察化为企业行动，实现数据价值释放。|我们面向制造业创新发展在数据服务领域的重大需求，突出协同创新，以国家和四川省相关政策明确的重点领域为目标，围绕“前沿技术和关键共性技术的研发供给、转移扩散和首次商业化”这个中心任务，瞄准“产学研用”创新链条的各个环节，创建能源领域工业大数据样板工程；建设工业大数据公共服务云平台，研发四川省制造产业基础大数据平台及决策支持系统，打造***工业大数据产业集聚基地；成立四川工业大数据产业发展联盟，构建工业大数据领域跨界协同的创新生态系统。|                                                        ",04-10发布
贵州舟步成都总部,天府大道中段199号棕榈泉国际中心18F,成都-高新区,民营公司,"计算机软件,互联网/电子商务",50-150人,CLO（首席法务官）,,,律师/法律顾问,,50-200万/年,职位描述：|1、 全面负责公司法务方面的工作，制定法务方面的政策，经公司经营管理委员会常委会表决通过后负责执行。|2、 公司经营管理委员会常委。|任职要求：|1、本科及以上学历。|2、对云计算、人工智能、大数据、智能终端、自动驾驶、智能交通方面有浓厚的兴趣。|3、有艰苦创业的决心。|4、持有律师资格证，深度掌握刑事和民事法律、诉讼等方面的事务。|5、擅长谈判和公司管理架构、业务架构的设计。,
深圳普惠快信金融服务有限公司,武侯区人民南路4段3号来福士广场T1-22楼,成都,民营公司,金融/投资/证券,5000-10000人,数据建模师,3-4年经验,大专,风险管理/控制,,0.7-1.5万/月,任职要求：| ,04-10发布
深圳市中钞信达金融科技有限公司,泰然环球时代中心1号楼,成都-高新区,国企,"计算机软件,计算机服务(系统、数据服务、维修)",500-1000人,嵌入式开发工程师,1年经验,本科,软件工程师,,5-9千/月,1、 负责公司产品嵌入式ARM软件的部分研发工作。|2、 进行项目评估、项目评审、方案选型、搭建软件框架和代码编写。|3、 配合硬件、FPGA、图像算法、上位机软件等人员进行研发联调工作。|4、 按要求编写开发文档。|任职要求：|1、本科及以上学历，人工智能、计算机技术、电子、自控、通信工程、机电一体化等相关专业。|2、有ARM9以上平台产品开发经验，熟练掌握ARM架构和Linux操作系统，能进行应用程序和驱动程序开发，熟悉QT等人机界面开发； |3、熟悉数字信号处理理论，有相关产品开发经验；|4、具备良好英文阅读能力；|5、具备以下条件者优先：|（1）熟练掌握TI的DSP+ARM 双核平台；（2）有基础的图像算法知识；（3）金融机具行业和安防行业产品经验|6、工作认真负责，有良好的团队合作精神。|7、能适应适度的项目出差。,04-10发布
世纪恒通科技股份有限公司,天府软件园C区11栋11楼,成都-高新区,民营公司,通信/电信运营、增值服务,1000-5000人,java中级工程师,无工作经验,本科,软件工程师,,5-9千/月,1.精通java语言，深入了解java集合、IO、多线程，熟悉垃圾回收机制，对JVM以及JVM调优有一定经验|2.精通J2EE体系结构，熟悉各种开源框架，如spring、springMVC、mybatis等，且对其原理与源码有一定研究，熟读源码者优先|3.熟悉使用redis、kafka（RabbitMQ、rocketMQ其中一种或多种消息队列）、zookeeper、dubbo（spring cloud、vertx其中一种或多种微服务框架）|4.深入理解AOP、OOP、OOD思想，具有很好的分析设计需求的能力与实际经验|5.熟悉使用mysql（Oracle、SQLServer其中一种或多种数据库），对数据库SQL优化有一定的经验，对数据库主从备份、读写分离有经验者优先|6.熟悉使用一种或多种J2EE服务器，并有一定的优化能力|7.有hadoop、hive、hbase、spark等经验者优先，有机器学习算法使用经验者优先|8.具备良好的团队合作精神和学习能力，积极学习了解各种前沿开源技术|9.能够根据公司产品业务需求，提出有效的技术方案与思路。有团队管理经验者优先,04-10发布
四川君诚互动科技有限公司,高新区天府四街,成都,民营公司,"计算机软件,通信/电信/网络设备",50-150人,数据python工程师,,,高级软件工程师,软件工程师,1-1.5万/月,,
四川君诚互动科技有限公司,高新区天府四街,成都,民营公司,"计算机软件,通信/电信/网络设备",50-150人,数据挖掘师,,,数据库工程师/管理员,高级软件工程师,1-1.5万/月,,
成都盟升电子技术股份有限公司,高新西区西芯大道5号汇都总部园5栋1号楼,成都,民营公司,电子技术/半导体/集成电路,150-500人,嵌入式、软件、射频、算法、硬件工程师，应届生,无工作经验,本科,射频工程师,嵌入式软件开发(Linux/单片机/PLC/DSP…)|软件|嵌入式软件|射频|算法|硬件|天线|结构,5-8千/月,公司拥有独立的办公大楼、产业园区，目前正处于快速发展阶段和IPO上市阶段，|欢迎优秀有志者的加入，公司将为您提供广阔的发展平台和公平的晋升通道。|一、软件工程师|1、计算机、软件类、电子、通信类相关专业，本科以上学历。|2、熟悉软件工程开发流程，具备根据设计需求搭建软件系统开发环境的能力。|3、熟练使用C/C#/C++/java开发语言，具备UI设计能力，有一定的数据库知识。|二、算法工程师|1、数学、电子、通信类相关专业，本科以上学历。|2、熟悉通信系统中调制解调或编解码等关键技术及相关通信协议。|3、掌握仿真软件对关键技术部分进行原理性仿真验证，熟悉Xilinx或Altera系列的FPGA，会用相关硬件语言编写代码。|三、嵌入式软件工程师|1、计算机、软件类、电子、通信类相关专业，本科以上学历。|2、熟悉C/C++编程，熟练掌握相关开发软件；|3、具有DSP或ARM等嵌入式系统软件开发经验；|四、射频工程师|1、本科及以上学历，电子类、通信类相关专业；|2、熟练使用相关工具软件，熟悉ADS；|3、有较强电路基础理论，电路理解能力，熟悉PLL，PA，LNA，mixer等电路；|五、天线工程师|1、本科以上学历，电子、通信、无线电物理、电磁场与微波相关专业； |2、具有天线理论基础，熟悉微波天线的工作原理，有反射面和阵列天线设计经验优先；|3、能使用常用仿真软件；|六、结构工程师|1、大专及以上学历机械类、机械自动化类相关专业；|2、熟练使用三维设计软件、二维绘图软件； |3、了解结构材料机械加工和电子元器件|七、FPGA研发工程师|1、本科及以上学历， 软件、电子、通信类等相关专业|2、 熟悉通信原理、数字信号处理、软件无线电原理等相关基础知识，了解解调、解扩、滤波等信号处理 |八、硬件工程师|1、本科及以上学历，电子类、通信类相关专业； |2、具备较好的数字电路及模拟电路基础知识；|3、熟悉主流硬件原理；了解常用接口电路，如RS422、RS232、RS485等|4、熟练使用相关工具软件；具备一定的电路仿真能力；,04-10发布
成都盟升电子技术股份有限公司,高新西区西芯大道5号汇都总部园5栋1号楼,成都,民营公司,电子技术/半导体/集成电路,150-500人,信号处理工程师,无工作经验,本科,通信技术工程师,集成电路IC设计/应用工程师|信号处理,0.8-1.5万/月,公司拥有独立的办公大楼、产业园区，目前正处于快速发展阶段和IPO上市阶段，|欢迎优秀有志者的加入，公司将为您提供广阔的发展平台和公平的晋升通道。|任职要求：|1、本科及以上学历，电子工程、数学相关类专业（有相关工作经验可放宽要求）；|2、有较好的数字信号处理基础，熟悉FFT、数字滤波等相关原理；|3、熟练使用现场可编程阵列、数字信号处理器等器件中的一种，具有雷达工程经验优先考虑；|4、熟悉常用的接口及驱动开发；|5、具备良好技术文档编写和表述能力，有较强的专业英语阅读能力。|岗位职责：|1、参与系统设计工作；|2、负责数字信号处理的实现，如数字DDC、脉冲压缩、FFT等；|3、对数字部分的存储和传输进行优化；|4、配合外场实验，解决系统bug。|5、完成领导安排的其他相关工作。,04-10发布
